razon_social,establecimiento,producto
LITORAL CITRUS SA,LITORAL CITRUS SA, PULPA CONCENTRADA DE MANDARINA
VALLE DE LA PUERTA S.A.,VALLE DE LA PUERTA S.A.,VINO
LOPEZ LOPEZ MANUEL,LOPEZ LOPEZ MANUEL,VINO
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A., PERA
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A., JUGO CONCENTRADO TURBIO DE PERA Y MANZANA
FABRIL ALTO VERDE S.A.,FABRIL ALTO VERDE S.A.,VINO
EDCO GRAINS S.A.,EDCO GRAINS S.A.,GIRASOL
EDCO GRAINS S.A.,EDCO GRAINS S.A., LINO
ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE S.A., PATE DE TRUCHA
"GREGORIO, NUMO Y NOEL WERTHEIN SA ","GREGORIO, NUMO Y NOEL WERTHEIN SA ",GRANOS
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A., MIJO
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A.,MANZANAS
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A., UVAS
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A., ARANDANOS
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO, POMELO
LA PROVIDENCIA SRL,LA PROVIDENCIA,CAÑA DE AZUCAR
LLIHUE S.A.,FINCA CAYANTA,VID
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES, CIRUELA DESECADA
BAEZ ESTELA MARI,IVU, NARANJA
FISCHER ARMINDO,IFAI - LOTE 72,CAÑA DE AZUCAR
GOMEZ ROSALINO/ M. FATIMA DA SILVEIRA,IFAI - LOTE 123,CAÑA DE AZUCAR
LAS TREINTA S.A.,DOROSZ,TE
DALLA VILLA ALBERTO RAUL,LA NUEVA, PERA
LA DELICIOSA S.A.,EL CONDOR, PERA
COSTA DEL RIO S.A.,CAÑADON I, MANZANA
"MARTIN, OSCAR ALFREDO",GRANDE, PERA
QUANTUM S.R.L.,CHACRA A-365, NUEZ SECA PELADA
"RISKIN, HECTOR SERGIO",SERGIO RISKIN,MANZANA
ROSAUER JUAN ERICH,ZOILO S.A.,MANZANAS Y PERAS
TERMINAL DE CARGAS AEREAS SA,LA HERCILIA,CHIA
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA", INCULTO
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE,GIRASOL
FIDEICOMISO BERRIES DEL NOA 2007,FINCA EL MOLINO,ARANDANO
TERMINAL DE CARGAS AEREAS SA,TACO RALO,CHIA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, YERBA MATE
BGA MONTLAIZ S.A.,BGA MONTLAIZ S.A., MOSTO
GARCIA MARIA NELIDA,EL PUENTE, MANZANA
SAN JOSE S.A.,DOÑA FELICITA,MANZANAS Y PERAS
CUYEN SRL,CUYEN SRL, FRUTILLAS
CUYEN SRL,CUYEN SRL, CEREZAS
SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A., MAIZ
SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A., GIRASOL
BLANCO JOSE,BLANCO JOSE,VINO
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA., TE ROJO Y TE VERDE
FINCA DEL PARANA DE PIERINO CAMPETELLI,FINCA DEL PARANA DE PIERINO CAMPETELLI,HIGOS
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L, SOJA
"LORENZATI, RUETSCH Y CIA - LR&C SA","LORENZATI, RUETSCH Y CIA - LR&C SA",MANI
TERMINAL DE CARGAS AEREAS SA,CAMPO MERCEDES,CHIA
TESTONI VICTOR,TESTONI VICTOR,HORTALIZAS.
PONCHO VERDE S.A.,PONCHO VERDE, OLIVO
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE, BORREGOS
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE, CAPONES
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE, CORDEROS
FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA, GRANADAS
GASPARETTI MAURICIO,EL AGUARIBAY,CIRUELA
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA, CEREZA
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA, VIVERO
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO, LINO
"SANCHEZ, PEDRO",LOS CEDROS,MANZANA
LA DELICIOSA S.A.,BIOPATAGONIA,MANZANA
"MUÑOZ, MIGUEL","MUÑOZ, MIGUEL",MANZANA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., TE VERDE CON MENTA
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., ACEITE DE COLZA CANOLA
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., EXPELLER DE COLZA CANOLA
PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,MIEL.
VILLAMORA S.A.,VILLAMORA S.A.,MIEL
OLIVARES DE POMAN SA,OLIVARES DE POMAN SA,ACEITE DE OLIVA
NUTRIN S.A.,NUTRIN S.A., PASTA DE MANI
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,ACEITUNAS
PRONUT S.R.L.,PRONUT S.R.L.,SOJA
CODUTTI DANIEL HUGO,CODUTTI DANIEL HUGO,MIEL
ANDILLIAN SA,ANDILLIAN SA,VINO
ARGENTBIO S.R.L.,ARGENTBIO S.R.L.,AJO
AVA S.A.,AVA S.A., PURE DE MANZANA CONCENTRADO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L.,PULPA DE PERA
FENIX S.A.,FENIX S.A., PURE DE MANZANA CONCENTRADO
LA AGRICOLA S.A.,LA AGRICOLA S.A.,VINOS Y ESPUMANTES
VALENTIN BIANCHI SACIF,VALENTIN BIANCHI SACIF,VINO
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I., DURAZNO
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL, CIRUELA
QUANTUM S.R.L.,QUANTUM S.R.L., NUEZ SECA PELADA
"GARCIA, ANTONIO","GARCIA, ANTONIO",AJO
V Y V ALIMENTOS S.A.,V Y V ALIMENTOS S.A., AROMATICAS
AGRICOLA MARES S.A.,AGRICOLA MARES S.A.,ARANDANO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE DAMASCO CONCENTRADO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., DURAZNO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE DURAZNO CONCENTRADO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE ZAPALLO
MAOAR S.R.L.,MAOAR S.R.L.,CHOCOLATE
EXPOFRESH S.A.,EXPOFRESH S.A., ARANDANO CONGELADO
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, YERBA MATE DESPALILLADA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, HARINA INTEGRAL GRUESA
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A.,MANI
SOCIEDAD ARGENTINA PARA NUEVOS  EMPRENDIMIENTOS S.A. (SANESA),SOCIEDAD ARGENTINA PARA NUEVOS  EMPRENDIMIENTOS S.A. (SANESA),YERBA MATE
PRUGNA SRL,PRUGNA SRL,CIRUELA DESECADA
ARGENTBIO S.R.L.,ARGENTBIO S.R.L., MELAZA
ARECO SEMILLAS S.A.,ARECO SEMILLAS S.A., GIRASOL
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MEZCLA PARA CARNES
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., TREBOL ROJO
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MANDIOCA
LA MECO S.R.L,LA MECO S.R.L, MIEL
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A., MANZANA
MOYCO SRL,MOYCO SRL, SESAMO
HOISL MARCELO,HOISL MARCELO,EXTRACCION Y FRACCIONAMIENTO DE MIEL
FENIX FRUIT CONCENTRATES S.A.,FENIX FRUIT CONCENTRATES S.A.,PULPA CONCENTRADA DE DAMASCO
PACTA S.R.L.,PACTA S.R.L.,CHIA (SALVIA HISPANICA L.)
PACTA S.R.L.,PACTA S.R.L., ARANDANO CONGELADO
AGRO ROCA SA,AGRO ROCA SA, CIRUELA
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL,ARROZ
TENAX S.A.,TENAX S.A., FRAMBUESA
TENAX S.A.,TENAX S.A., ZAPALLO
NEOFARMS S.R.L.,NEOFARMS S.R.L.,SORGO
BIOFERT S.R.L.,BIOFERT S.R.L.,MANZANAS Y PERAS
LONGEVORGANICA SRL,LONGEVORGANICA SRL,CHIA
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., ACEITUNAS
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., CHIA (SALVIA HISPANICA L.)
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., PASAS DE UVA
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A., MAIZ
MALEFU AGROPECUARIA S.R.L.,MALEFU AGROPECUARIA S.R.L.,CORTES DE CARNE VACUNA CONGELADA
LAIANA S.R.L.,LAIANA, ACEITUNAS Y UVAS
BAEZ ESTELA MARI,IVU, PONELO Y ANANA
DE OLIVERA HECTOR ANDRES/ DA SEQUEIRA SULEMA MABEL,IFAI - LOTE 4,CAÑA DE AZUCAR
"RISKIN, HECTOR SERGIO",SERGIO RISKIN, PERA
EL OMBU SRL,FINCA SANTA ROSA, INCULTO
JANJETIC HNOS.,FINCAS DEL CONLARA,ALFALFA
DICIEMBRE S.R.L.,LA CARLOTA, OVEJAS
DICIEMBRE S.R.L.,LA CARLOTA, CORDEROS
FRANCUCCI DANIEL,DIETETICA ALBERDI,MIEL Y SUBPRODUCTOS DE LA COLMENA
V. Y V. S.A.,LAS BRISAS,HORTALIZAS DE HOJA
NURISTAN S.A.,NURISTAN, PASTIZAL NATURAL
PRONAT S.A.,PRONAT S.A., TE
LA VOLUNTAD S.A.,LA VOLUNTAD S.A., CHIA (SALVIA HISPANICA L)
PETROAGRO S.A.,PETROAGRO S.A., TRIGO
CUYEN SRL,CUYEN SRL,CONFITURAS Y FRUTAS AL NATURAL (FRAMBUESAS
PALUMBO GOTTARDINI CARLOS ROBERTO,PALUMBO GOTTARDINI CARLOS ROBERTO,VINO
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L,TRIGO
LA DELICIOSA S.A.,LA DELICIOSA S.A., PERA
SORIANO SACIFIA Y DE M,BAHIA BUSTAMANTE,ALGAS MARINAS
HAROIAN NELSON EDGARDO,FINCA EL OLLERO,CAÑA DE AZUCAR
MACHADO MIGUEL/SOLIS ELBA BEATRIZ/MACHADO FABIANA,IFAI - LOTE 14 B,CAÑA DE AZUCAR
EDUARDO POMPEYO ROJAS,EDUARDO POMPEYO ROJAS,CEREALES Y OLEAGINOSAS
GASPARETTI MAURICIO,EL AGUARIBAY, FORESTALES
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L.,HIERBAS AROMATICAS
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MEZCLA PARA AVES
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., CEDRON
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., TILO
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., LINO
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., EXPELLER DE CARTAMO
RIVARA S.A.,RIVARA S.A., MAIZ PISINGALLO
PRONUT S.R.L.,PRONUT S.R.L., EXPELLER DE SOJA
ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.,ELAB ACEITE ROSA MOSQUETA
DOS HERMANOS S.A.,DOS HERMANOS S.A.,ARROZ BLANCO PULIDO
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A., ACEITE DE OLIVA SABORIZADO
AVA S.A.,AVA S.A., PULPA CONCENTRADA DE PERA
AVA S.A.,AVA S.A., PULPA DE DAMASCO
AVA S.A.,AVA S.A., PURE DE MANZANA
AVA S.A.,AVA S.A., PURE DE DURAZNO CONCENTRADO
CAMPAL S.A.,CAMPAL S.A.,VINO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA DE DURAZNO
VITTORI ROBERTO Y VERONICA S.H.,VITTORI ROBERTO Y VERONICA S.H.,VINO
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ",CIRUELA
LA DELICIOSA S.A.,LA DELICIOSA S.A., CEREZA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I., MANZANA
V Y V ALIMENTOS S.A.,V Y V ALIMENTOS S.A.,SMOOTHIES
KINGBERRY S.A.,KINGBERRY S.A.,FRUTILLA CONGELADA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA CONCENTRADA DE PERA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA DE CIRUELA
SONY ARGENTINA S.A.,SONY ARGENTINA S.A., MANZANA
BIOMAC S.R.L.,BIOMAC S.R.L., FRAMBUESA CONGELADA
EARLY CROP S.A.,EARLY CROP S.A.,ARANDANO
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, POROTOS DE SOJA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, HARINA INTEGRAL FINA
LEMPRIERE S.A.,LEMPRIERE S.A.,LANA SUCIA
LEMPRIERE S.A.,LEMPRIERE S.A., LANA LAVADA
PEDRO Y JORGE CECCHIN S.R.L.,PEDRO Y JORGE CECCHIN S.R.L., JUGO DE UVA
INTERRUPCION S.A.,INTERRUPCION S.A.,ARANDANO
INTERRUPCION S.A.,INTERRUPCION S.A., ACEITE DE OLIVA
ARECO SEMILLAS S.A.,ARECO SEMILLAS S.A., ACEITE DE CANOLA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., SESAMO
JL S.A.,JL S.A., MANI TOSTADO
LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A., BLANCO PULIDO
AGRO ROCA SA,AGRO ROCA SA,PERA
INNOCENTI MONICA,INNOCENTI MONICA, JUGO DE PERA
INNOCENTI MONICA,INNOCENTI MONICA, PULPA DE CIRUELA
JL SA,JL SA,MANI.
NEOFARMS S.R.L.,NEOFARMS S.R.L., ARROZ
LITORAL CITRUS SA,LITORAL CITRUS SA, PULPA CONGELADA DE NARANJA
SOL FRUT SA,SOL FRUT SA,ACEITE DE OLIVA
ALOE CALCHAQUI S.R.L.,ALOE CALCHAQUI S.R.L.,JUGO DE ALOE VERA
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., ACEITE DE SOJA
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A.,  LINO
RAFAGOS SA,RAFAGOS SA,CEREALES Y OLEAGINOSAS
TERMINAL DE CARGAS AEREAS SA,TERMINAL DE CARGAS AEREAS SA,CHIA
LA PROVIDENCIA SRL,LA PROVIDENCIA, CAMPO NATURAL
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO, ALZA MELARIA
VIÑAS DE CUYO S.A.,FINCA AGRELO,VID
LA DELICIOSA S.A.,EL CONDOR,MANZANA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MITRE,PERAS Y MANZANAS
JOSE BARRESI S.A.,CHACRA 198 LOTE 5,PERA
VIÑEDOS PUCARA S.R.L.,EL RECUERDO, QUINOA
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE, SOJA
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE, TRIGO
MOLINO MAYAL,MOLINO MAYAL,CEREALES Y OLEAGINOSAS.
BGA MONTLAIZ S.A.,BGA MONTLAIZ S.A.,VINO
MIELSO SRL,MIELSO SRL,MIEL
SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A., SOJA
"GREGORIO, NUMO Y NOEL WERTHEIN SA ","GREGORIO, NUMO Y NOEL WERTHEIN SA ",PERA
LA DELICIOSA S.A.,LA DELICIOSA S.A., NECTARINAS 
KUMAGRO S.A.,CAMPO ALVEAR, SOJA
LA VOLUNTAD S.A.,EL TRAMPEADERO,CHIA (SALVIA HISPANICA L)
FUHRMANN S.A,FUHRMANN S.A,BLOUSSE (PUNCHAS)
PONCHO VERDE S.A.,PONCHO VERDE, PASAS DE UVA
ANGER JORGE/JUNIOR FABIAN,IFAI - LOTE 144,CAÑA DE AZUCAR
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO, REBOZADOR DE ARROZ
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., ESTRAGON
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., SOJA
RIVARA S.A.,RIVARA S.A.,MAIZ
RIVARA SA,RIVARA SA, ACEITE DE GIRASOL Y ACEITES DE COLZA
RIVARA SA,RIVARA SA, SEMOLA DE MAIZ
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, NARANJA
ARGENTBIO S.R.L.,ARGENTBIO S.R.L., ZAPALLO
AVA S.A.,AVA S.A., PURE DE PERA CONCENTRADO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA DE ZAPALLO
FINCA VON WIGSTEIN S.A.,FINCA VON WIGSTEIN S.A.,VINO
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ", DURAZNO
LA DELICIOSA S.A.,LA DELICIOSA S.A.,PERA
JUGOS SA,JUGOS SA,PERA
ICEBERG AGRICOLA S.A.,ICEBERG AGRICOLA S.A., ESPARRAGOS
V Y V ALIMENTOS S.A.,V Y V ALIMENTOS S.A., AZUCAR
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., ZAPALLO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE PERA
IDALTEK SA,IDALTEK SA,CHIA (SALVIA HISPANICA L)
ONSIBON S.A.,ONSIBON S.A., CREMA FACIAL DIURNA
PAMPA STORE S.A.,PAMPA STORE S.A., ZAPALLO
AGRICOLA EL HORIZONTE SA,AGRICOLA EL HORIZONTE SA,CEREALES
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, HARINA INTEGRAL SUPERFINA
PRONUT S.R.L.,PRONUT S.R.L.,MANI
LEMPRIERE S.A.,LEMPRIERE S.A., TOPS DE LANA
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA, CIRUELA
BIO GRAINS SA,BIO GRAINS SA, CHIA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., CASCARA Y FLOR)
JL S.A.,JL S.A.,MANI
TRANSPORTE 9 DE JULIO S.A.,TRANSPORTE 9 DE JULIO S.A.,ACEITE DE OLIVA
PACTA S.R.L.,PACTA S.R.L., FRUTILLA
EL MAITEN S.R.L.,EL MAITEN S.R.L.,MIEL
INNOCENTI MONICA,INNOCENTI MONICA, JUGO DE CIRUELA
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A.,GIRASOL
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A., CENTENO
MALEFU AGROPECUARIA S.R.L.,MALEFU AGROPECUARIA S.R.L., CORTES DE CARNE VACUNA ENFRIADA
BODEGA NOEMIA DE PATAGONIA SA,CHACRA 357 LOTE 2B MAINQUE,VID
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA", CAMPO NATURAL
PETROAGRO S.A.,PETROAGRO S.A., ACEITE DE CANOLA
PROVIDENCE SA,PROVIDENCE SA,AVENA ARROLLADA
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,  TE NEGRO
GRUPO ADN S.A.,GRUPO ADN S.A., MAIZ
CITROMAX S.A.C.I,CITROMAX S.A.C.I,JUGO Y ACEITE DE LIMON
VONO SA,ALGODONERA PYMA,VID
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,ANGACO, OLIVOS
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO, HARINA DE ARROZ
PETROAGRO S.A.,PETROAGRO S.A., MAIZ
RIVARA SA,RIVARA SA, MAIZ PISINGALLO
MAGNO S.A.,MAGNO S.A., TRIGO
"GARROT, CARLOS PEDRO","GARROT, CARLOS PEDRO",UVA PASA
CK Y ASOCIADOS S.A.,CK Y ASOCIADOS S.A.,VINO
VIÑA MONTPELLIER S.A.,VIÑA MONTPELLIER S.A.,JUGO CONCENTRADO DE UVA
JUAN SIGSTAD S.R.L.,JUAN SIGSTAD S.R.L., PALTA
ONSIBON S.A.,ONSIBON S.A., EMULSION CORPORAL SUAVIZANTE
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, YERBA MATE COMPUESTA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE NEGRO EN SAQUITOS
NEOFARMS S.R.L.,NEOFARMS S.R.L., LINO
BIO AGRICULTORES S.A.,BIO AGRICULTORES S.A., AJO
SOLANDES S.A.,SOLANDES S.A.,VINO
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA, CIRUELA Y DURAZNO 
BIO GRAINS SA,BIO GRAINS SA, HARINA DE GIRASOL
ECO FOOD SRL,ECO FOOD SRL, OLEAGINOSAS Y LEGUMINOSAS.
THE O´S TRADING COMPANY S.A.,THE O´S TRADING COMPANY S.A., ZAPALLO
NEXCO SA,NEXCO SA,MIEL Y SUBPRODUCTOS DE LA COLMENA.
CASA SANCTE PETRE S.A.,CASA SANCTE PETRE S.A.,VINO
DROGUERIA HIERBAS DEL OASIS SRL,DROGUERIA HIERBAS DEL OASIS SRL, TE NEGRO 
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., MAIZ
VALENTIN BIANCHI SACIF,FINCA DOÑA ELSA,VID
VIÑAS DE CUYO S.A.,FINCA AGRELO, OLIVOS
OTTONE EDUARDO,CHACRA N° 255,MANZANA
PRONAT S.A.,PRONAT S.A.,MENTA
PETROAGRO S.A.,PETROAGRO S.A., ACEITE DE SOJA
PETROAGRO SA,PETROAGRO SA,CEREALES Y OLEAGINOSAS.
LA DELICIOSA S.A.,LA DELICIOSA S.A.,CEREZA
KUMAGRO S.A.,CAMPO ALVEAR, ABONO VERDE
MIRAVALLES S.A.,E-30686, CAMPO NATURAL
RODRIGUEZ NOCETTI S.R.L.,URUNDEL,INCULTO
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO, LAVANDA
SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M,ALGAS MARINAS
AVA S.A.,AVA S.A., PURE DE ZAPALLO
KOTH ITATI MARIA EVANGELINA,KOTH ITATI MARIA EVANGELINA,YERBA MATE
TECNO OIL S.R.L.,TECNO OIL S.R.L.,CHIA (SALVIA HISPANICA L)
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE MANZANA
BIOMAC S.R.L.,BIOMAC S.R.L., MORAS CONGELADAS
LORENZO PERLO Y CIA SA,LORENZO PERLO Y CIA SA,COMERCIALIZACION DE MANI Y SUS DERIVADOS.
INTERRUPCION S.A.,INTERRUPCION S.A., MANZANA
MOÑO AZUL SACYA,MOÑO AZUL SACYA,PERA
FIDEICOMISO SANTA RITA,FIDEICOMISO SANTA RITA,AJO
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,ROSELLA
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA., TE
LAS TREINTA S.A.,LAS TREINTA S.A.,TE
SASAKI NOOSAN SRL,SASAKI NOOSAN SRL, HORTALIZAS
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO, MANDARINA
BAEZ ESTELA MARI,IVU,LIMON
BAEZ ESTELA MARI,IVU, MANDARINA
"CRESCENTINO, HECTOR HUGO",ECOHUMUS,VID
V. Y V. S.A.,LAS BRISAS, RAIZ Y FRUTO
CUYEN SRL,CUYEN SRL, CASSIS
CUYEN SRL,CUYEN SRL, MORA
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO, MAIZ
FRANCO BATTAN NERY,FRANCO BATTAN NERY,MIEL Y SUBPRODUCTOS DE LA COLMENA.
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO, ARROZ
DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA,OVEJAS
LA DELICIOSA S.A.,BIOPATAGONIA, PERA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., HOJA DE PARRA
PETROAGRO S.A.,PETROAGRO S.A., GIRASOL
RIGO MARQUES GILMAR,RIGO MARQUES GILMAR,ARROZ
ECA  SA,ECA  SA, ACEITE ESENCIAL DE NARANJA
ADETECH S.A.,ADETECH S.A., PURE DE PERA
FENIX S.A.,FENIX S.A., PURE DE PERA
OJO DE VINO SA,OJO DE VINO SA,VINO
PUENTE BLANCO S.A.,PUENTE BLANCO S.A.,AJO
INGENIO SAN JAVIER,INGENIO SAN JAVIER,AZUCAR DE CAÑA
COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,PERA
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A.,MANZANAS Y PERAS
FOWLER S.A.,FOWLER S.A.,LANA SUCIA
PAMPA STORE S.A.,PAMPA STORE S.A., CEBOLLA
RIVARA S.A.,RIVARA S.A.,GIRASOL
BIO GRAINS SA,BIO GRAINS SA, SOJA
BIO GRAINS SA,BIO GRAINS SA, MIJO
KINGBERRY S.A.,KINGBERRY S.A., FRUTILLA CONGELADA
FIDEICOMISO SANTA RITA,FIDEICOMISO SANTA RITA, ZAPALLO
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA., TE ROJO
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A., CEREZAS
RINCON AMARILLO S.A.,RINCON AMARILLO S.A.,UVA PASA
DIETETICA CIENTIFICA S.A.C.I.F.I.,DIETETICA CIENTIFICA S.A.C.I.F.I.,ACEITE DE GIRASOL
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., NUEZ
NURISTAN S.A.,NURISTAN,ARANDANO
