razon_social,establecimiento,id_depto,nombre_rubro
DOS RIOS SA,EL CRUCE,62042,FRUTICULTURA
ESTABLECIMIENTO NICOLAS S.R.L,NICOLAS,66140,FRUTICULTURA
GARCIA MARIO ALBERTO,DON CHICHO,66154,FRUTICULTURA
GARCIA MARIO ALBERTO,GARCIA MARIO,70126,FRUTICULTURA
GURE ECHEA S.R.L,GERNIKA,70035,FRUTICULTURA
ISLAFRUT SRL,ISLA MANZANO,70126,FRUTICULTURA
"JACOBO, FRANCISCO JOSE","JACOBO, FRANCISCO JOSE",82077,FRUTICULTURA
LA DELICIOSA S.A.,CHACRA 34 LOTES B Y D,74007,FRUTICULTURA
LA DELICIOSA S.A.,EL ALPATACO,86042,FRUTICULTURA
LA DELICIOSA S.A.,LA ISLA,82077,FRUTICULTURA
LA DELICIOSA S.A.,AIVEN,82119,FRUTICULTURA
LA DELICIOSA S.A.,DON GREGORIO,90070,FRUTICULTURA
LA DELICIOSA S.A.,DOÑA PEPA,90035,FRUTICULTURA
LA DELICIOSA S.A.,LOTES 5B Y 5A,06441,FRUTICULTURA
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM,50126,FRUTICULTURA
"MONACHESI, ALEJANDRO GABRIEL",LA CRISTINA,54084,FRUTICULTURA
"PAULOVICH, JUAN CARLOS",CHACRA CHINA MUERTA,70035,FRUTICULTURA
"RETAMAL FERNANDEZ, JOSE E.","CHACRA ""EPUYEN""",62042,FRUTICULTURA
SAHORES S.A.,SAHORES S.A.,54098,FRUTICULTURA
"SANCHEZ, DARIO OMAR",LOTE 230 A,70077,FRUTICULTURA
"SANCHEZ, GLADYS MABEL","SANCHEZ, GLADYS MABEL",06833,FRUTICULTURA
SAYIHUE SRL,VISTA ALEGRE,06735,FRUTICULTURA
SERHEN SRL,CHACRA 32,50126,FRUTICULTURA
"STANGAFERRO, SERGIO",CHACRA 82-S,82098,FRUTICULTURA
SUC. VANNICOLA RAUL ANTONIO,ESCRAY,10105,FRUTICULTURA
TECNITERRA SACIA,CHACRA 19,38014,FRUTICULTURA
TECNITERRA SACIA,CHACRA 19A,82098,FRUTICULTURA
TECNITERRA SACIA,CHACRA 20,82098,FRUTICULTURA
TECNITERRA SACIA,PICADA 8,82098,FRUTICULTURA
ADRION PAUL,CHACRA HUMUS,82098,GANADERIA
AGRICO.AR S.A.,AGRICO.AR S.A.,62042,FRUTICULTURA
AGRO ROCA SA,LA CONSTANCIA,62042,FRUTICULTURA
AGRO ROCA SA,LA ESCONDIDA,62042,FRUTICULTURA
AGRO ROCA SA,LA ZAMBA,18105,FRUTICULTURA
AGRONICA S.A.,FORTIN COPAHUE,70077,AGRICULTURA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 145,58035,FRUTICULTURA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 216,06441,FRUTICULTURA
ANTONINO MARIA ELENA DE COSTANZI,SANTA ELENA,50112,FRUTICULTURA
"BANCO, HUGO","BANCO, HUGO",70126,FRUTICULTURA
"BARZI, GUILLERMO AMADEO",CHACRA 173,86182,FRUTICULTURA
"BARZI, GUILLERMO AMADEO",CHACRA 186,82098,FRUTICULTURA
BIOVALLE S.A.,CHIMPAY II - LA ISLA,82098,FRUTICULTURA
BIOVALLE S.A.,CURUNDU - BIOVALLE B - SECTOR HORNERO B - HORNERO C Y PUCCINI NORTE,50105,FRUTICULTURA
BODEGA CHACRA S.R.L.,CHACRA 356 LOTE B DON TOMASO,82098,FRUTICULTURA
BODEGA CHACRA S.R.L.,CHACRA 357 LOTE B,70014,FRUTICULTURA
BODEGA CHACRA S.R.L.,CHACRA MENDOZA,62042,FRUTICULTURA
BODEGA Y VIÑEDOS PATAGONIA VALLEY S.R.L.,AUGUSTO RIPOLL,82098,FRUTICULTURA
BRASPATAGONIA S.R.L.,BRASPATAGONIA,62042,FRUTICULTURA
CANESSA HNAS,RAYHUAO,58035,GANADERIA
COMPAÑIA DE PRODUCCION FRUTIHORTICOLA  SA,BIO CAÑADON COLLETTI,06532,FRUTICULTURA
COMPAÑIA DE PRODUCCION FRUTIHORTICOLA  SA,BUONA MELA,38063,FRUTICULTURA
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA PILCANIYEU Y SAN PEDRO,62091,GANADERIA
COMPAÑIA GENERAL DE FRUTAS S.A.,ELSA 1 Y 2,38063,FRUTICULTURA
COMPAÑIA GENERAL DE FRUTAS S.A.,LA COSTA,38063,FRUTICULTURA
COMPAÑIA GENERAL DE FRUTAS S.A.,LOS PERALES,06196,FRUTICULTURA
COMPAÑIA GENERAL DE FRUTAS S.A.,SECCION TERCERA,06007,FRUTICULTURA
COSTANZI CARLOS SILVIO,EL NONO,06343,FRUTICULTURA
COSTANZI EDGARDO MARIO SILVIO,LA COSTA,06532,FRUTICULTURA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 205,38063,FRUTICULTURA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B,22028,FRUTICULTURA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 340,06532,FRUTICULTURA
ELOSEGUI HNOS. S.A.,LA INES,22028,FRUTICULTURA
ERICH JUAN  ROSAUER,COMODATO: ZOILO S.A/ JUAN ERICH ROSAUER,22028,FRUTICULTURA
ESTABLECIMIENTO SANTA MARIA S.R.L.,ESTABLECIMIENTO SANTA MARIA SRL,22028,FRUTICULTURA
ESTABLECIMIENTO SOLEDAD SA,CHACRA 363,62091,FRUTICULTURA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 388,70063,FRUTICULTURA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA CHICHINALES,38063,FRUTICULTURA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA JOBEL,30070,FRUTICULTURA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA LAS 50,86049,FRUTICULTURA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MARCELO,22063,FRUTICULTURA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA RAFIN,22063,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215,22063,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 204,22063,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,DON PEDRO,22063,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,LA COSTANERA,22063,FRUTICULTURA
GALERA EMETERIO,LOTE 4D,22063,FRUTICULTURA
GARCIA MARIA NELIDA,CHACRA 48,26007,FRUTICULTURA/HORTICULTURA
GARCIA MARIA NELIDA,PUENTE COLORADO,30070,FRUTICULTURA/HORTICULTURA
GARCIA MARIA NELIDA,LOS CIPRESES,30113,FRUTICULTURA/HORTICULTURA
"GARCIA, JOAQUIN",GARCIA JOAQUIN,30070,FRUTICULTURA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,30070,FRUTICULTURA/HORTICULTURA
"GREGORI, ROMULO LUIS",CHACRA Nº 197,38063,FRUTICULTURA
HURACAN FRUIT S.R.L.,CHACRA 145E,46042,FRUTICULTURA
INTERRUPCION S.A.,SECCION SEGUNDA,46042,FRUTICULTURA/HORTICULTURA
ISLAFRUT SRL,ISLAFRUT,46042,FRUTICULTURA
JAVIER LEGASPI,EL CAPRICHO,46084,AGRICULTURA
JAVIER LEGASPI,VILLA MANZANO,46042,AGRICULTURA
JOSE BARRESI S.A.,CHACRA 153 BIS,46042,FRUTICULTURA
JOSE BARRESI S.A.,CHACRA 170,46042,FRUTICULTURA
LA ANGOSTURA S.R.L.,LA ANGOSTURA,46042,GANADERIA
LA CONQUISTA SRL,LA CONQUISTA,46042,FRUTICULTURA
LABARRIERE JEAN LOUIS,EL GALPON Y EL DESAGÜE,46042,FRUTICULTURA
LAGO VERDE SA,LAGO VERDE,46042,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 168,46042,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 169,46042,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 231,46042,FRUTICULTURA
LAINO HERMANOS S.A.,LA CASONA,46042,FRUTICULTURA
LOZANO S.R.L.,DON DANIEL,46042,FRUTICULTURA
LOZANO S.R.L.,DON ADOLFO,46042,FRUTICULTURA
LUISI ANTONIO,CHACRA N° 258,46042,FRUTICULTURA
LUISI ANTONIO,CHACRA N° 270,46042,FRUTICULTURA
"LUSTIG, SCHOLZ, MANSO Y OTROS",LA VARELA,46042,FRUTICULTURA
MAGA S.R.L.,CHACRA 83 LOTE 2,46042,
"MARCAL PATAGONICA S.A,",CALDERON  CHINCHINALES,46042,FRUTICULTURA
"MARCAL PATAGONICA S.A,",CALDERON REGINA,46042,FRUTICULTURA
"MARTIN, OSCAR ALFREDO",EL SAUCE,46042,FRUTICULTURA
MORRIS GLYNDWR LEONARDO,MORRIS GLYNDWR LEONARDO,46042,FRUTICULTURA
MOSCHINI ANDRES ALBERTO,AMPARITO,50091,FRUTICULTURA
"MROZEK, MARIANA PERLA",CHACRA ISLA 48,50091,FRUTICULTURA
"MUÑOZ, MARIA LUISA",MUÑOZ MARIA LUISA,50091,FRUTICULTURA
NATURAL S.R.L,CROACIA,18091,FRUTICULTURA
PAISSANIDIS S.A.C.I.A.,171,30070,FRUTICULTURA
PAKSERVI S.R.L.,MORYMAR,70084,FRUTICULTURA
"PARRA, ROBERTO",CHACRA 281,50091,FRUTICULTURA
"PARRA, ROBERTO",CHACRA Nº 269,50091,FRUTICULTURA
"PARRA, ROBERTO",EDU II,70084,FRUTICULTURA
PEREZ MAGDALENA Y DANIEL,CHACRA 132,70084,FRUTICULTURA
PEREZ MAGDALENA Y DANIEL,CHACRA 170,50091,FRUTICULTURA
QUANTUM S.R.L.,CHACRA A-366,10098,FRUTICULTURA
"RETAMAL FERNANDEZ, JOSE E.",LA CHILA,30070,FRUTICULTURA
RIBEREÑA DE RIO NEGRO S.A.,LA RIBEREÑA (I Y II),10098,FRUTICULTURA
RICCONO HORACIO C.,CHACRA VIEJA (004-1C),10098,FRUTICULTURA
RICCONO HORACIO C.,CHACRA NUEVA (006-03),10098,FRUTICULTURA
ROSAUER JUAN ROBERTO LUIS,CONTRATO LAR/JUAN ROBERTO LUIS ROSAUER (EX COMODATO....),10098,FRUTICULTURA
SAN JOSE S.A.,SAN JOSE,70084,FRUTICULTURA
SANCHEZ JOSE LUIS,LOS PICANTES,70084,FRUTICULTURA/HORTICULTURA
"SANCHEZ, HUGO OSVALDO",CHACRA 229,10098,FRUTICULTURA
"SANCHEZ, HUGO OSVALDO",LA MAGNOLIA,30070,FRUTICULTURA
SARALEGUY SANDRO SERGIO,COSTA SUR,50077,FRUTICULTURA
SARALEGUY SANDRO SERGIO,SARA,70084,FRUTICULTURA
SCHOLZ MARIA CECILIA SCHOLZ BETTINA SH,VALLE 2,50091,FRUTICULTURA
"URRUTIA, DARIO GABRIEL",6 DE OCTUBRE,18091,FRUTICULTURA
"URRUTIA, DARIO GABRIEL",CHACRA 197,70084,FRUTICULTURA
VALTIERRA S.A.,DON GILBERTO,10098,FRUTICULTURA
VILLARRAZA HORACIO,CHACRA N° 270,50091,FRUTICULTURA
VILLARRAZA HORACIO,CHACRA N° 304,54105,FRUTICULTURA
VIZZOTTO RICARDO,VIZZOTTO RICARDO,54105,FRUTICULTURA
"VIZZOTTO, ALBERTO",VIZZOTTO ALBERTO,54105,FRUTICULTURA
AGUARA SA.,LAS MARAVILLAS,54105,AGRICULTURA
ALQUIMIA ARGENTINA SH,LA ARMONIA,54105,AGRICULTURA
ALTURA MAXIMA S.A.,RIO BLANCO,54105,AGRICULTURA
ALVAREZ EDUARDO MARTIN,ESTANCIA PELICANO,54105,AGRICULTURA
CASTILLO ALFREDO A.,LA ESCONDIDA DEL ALGARROBAL,54105,AGRICULTURA
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA IBAÑEZ,54105,AGRICULTURA
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA LA ESCONDIDA,54105,AGRICULTURA
DARIO F.  ARIAS S.A.,EL BORDO DE LAS LANZAS,54105,AGRICULTURA
ECO AGROPECUARIA SA,SANTA MAGDALENA II,54105,AGRICULTURA
EMAISA S.A.,FINCA SAN CARLOS,54105,AGRICULTURA
EMAISA S.A.,FINCA SANTA ROSA,54105,AGRICULTURA
ESTANCIA PAMPA GRANDE S.A.A Y C,PAMPA GRANDE,54105,GANADERIA/FRUTICULTURA
GARELY S.A.,FINCA LAS PAVAS,54105,AGRICULTURA
HAROIAN NELSON EDGARDO,EL ZAPALLAR DE HAROIAN,54105,AGRICULTURA
HESS FAMILY LATIN AMERICA S.A.,FINCA EL ARENAL,54105,
IMPORTADORA DEL CARMEN S.A.,EL TRAMPEADERO,54105,AGRICULTURA
IMPORTADORA DEL CARMEN S.A.,FINCA SANTA MARIA,54105,AGRICULTURA
MERCADO DANIEL OSVALDO,FINCA QUISCALORO,54105,AGRICULTURA
PALMIRA S.A.,FINCA CALVIMONTE,54105,AGRICULTURA
PEÑAVID SA,EL TRANSITO,54105,FRUTICULTURA
SANZ NAVAMUEL SEBASTIAN,FINCA TORZALITO,54105,AGRICULTURA
SOCA S.R.L.,FINCA EL ZAPALLAR,54105,AGRICULTURA
STUTZ RICARDO OSVALDO,LA CHIMPEÑA,54105,FRUTICULTURA/HORTICULTURA
TERMINAL DE CARGAS AEREAS SA,MIRAFLORES,54105,AGRICULTURA
TERMINAL DE CARGAS AEREAS SA,RAMADITA,54105,AGRICULTURA
TREVISAN AGROPECUARIA SRL,SAN JOSE DE ORQUERA,54105,AGRICULTURA
"ACOSTA, ALEJANDRO DANIEL",FINCA CAMPANARIO,54105,HORTICULTURA
ALVIPA SRL,DOÑA MARIA,54105,FRUTICULTURA
ALVIPA SRL,LOS ALBERTOS,54105,FRUTICULTURA
BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO,54105,FRUTICULTURA/HORTICULTURA
CASSAB AHUN S.R.L,FINCA LA PLATA,54105,FRUTICULTURA/HORTICULTURA
CASSAB AHUN S.R.L,FINCA DON ABRAHAM,54105,FRUTICULTURA/HORTICULTURA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,54105,
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,25 DE MAYO,54105,FRUTICULTURA
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,DON DANIEL,54105,FRUTICULTURA
FABRIL ALTO VERDE S.A.,"FINCA ""LA URPILA""",54105,FRUTICULTURA
FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS""",54105,FRUTICULTURA
"GARCIA, ANTONIO",FINCA ANTONIO GARCIA,54105,HORTICULTURA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,54105,FRUTICULTURA/HORTICULTURA
GRUPO PEÑAFLOR SA,LA PORTEÑA,54105,FRUTICULTURA
ICEBERG AGRICOLA S.A.,CULTIVOS ANDINOS,54105,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,BORGOGNO LEONARDO,54105,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,SANTOS ROBERTO,54105,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,LENCINAS RAUL,54105,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,GIOJA JUAN CARLOS,54105,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,DE VITA JUAN JESUS,54105,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH,54105,FRUTICULTURA/HORTICULTURA
"LEIVA FERRER, ANTONIO ESTEBAN",LA PUNTILLA,54105,FRUTICULTURA
"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA,54105,FRUTICULTURA/HORTICULTURA
PEÑAVID SA,FINCA SAN MARTIN,54105,FRUTICULTURA
VONO SA,FINCA 9 DE JULIO,54105,FRUTICULTURA
BORGHI MARIA LILIANA,"EL CUADRO, EL REMANSO, EL VERGEL, EL ALTO (EX SANTA MARIA)",54105,GANADERIA
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA,54105,GANADERIA
HEGUILOR GUILLERMO JULIO,AGUACLARA,54105,HORTICULTURA
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,54105,FRUTICULTURA/HORTICULTURA
CIMADEVILLA ALEJANDRO,EL MOSCOSO,54105,GANADERIA
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CONDOR,54105,GANADERIA
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CORONEL,54105,GANADERIA
ESTANCIA KILLIK AIKE NORTE S.A.,ESTANCIA KILLIK AIKE NORTE,54105,GANADERIA
ESTANCIAS SARA BRAUN S.A.,SOFIA - BELLA VISTA- SAN ANTONIO,54105,GANADERIA
FUHRMANN S.A,SARAI,54105,GANADERIA
GORDON MARY ANN MARGARET,GORDON,54105,GANADERIA
IONA S.R.L.,CERRO CUADRADO,54105,GANADERIA
RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA,54105,GANADERIA
RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.,54105,GANADERIA
TIRACHINI ALEJANDRO HECTOR,LA CHAIRA-LA JUANITA-LA PORTEÑA,54105,GANADERIA
EL ROBLE EMPRENDIMIENTOS S.A.,CASA GRANDE,54105,AGRICULTURA
FRANK CARLOS WALTER,CARLOS WALTER FRANK,54105,APICULTURA
HOISL MARCELO,DON VICENTE,54105,APICULTURA
KUMAGRO S.A.,LA CATALINA,54105,AGRICULTURA
LA NUEVA FLORIDA S.A.,EL DORADO,54105,GANADERIA
LA NUEVA FLORIDA S.A.,LA NUEVA FLORIDA,54105,GANADERIA
MARIA GABRIELA NARDONI,PENASH,54105,APICULTURA
MARIO A. WINGEYER,ISLA EL PALMAR,54105,APICULTURA
PEREZ RAUL ARIEL,"LA RINCONADA, LOS CISNEROS, LA UNION",54105,APICULTURA
RODRIGO JAVIER SANDRIGO,ISLA MANOLO,54105,APICULTURA
SOYAPAMPA / MISKA SA,LA VIGILANCIA,54105,AGRICULTURA
AGRO PROFESIONAL SA,SOL DE JULIO,54105,AGRICULTURA
COOPSOL COOP. DE TRABAJO LTDA.,COOPSOL LORETO - PRODUCTOR,54105,APICULTURA
GOMEZ BRAVO OSCAR A. Y COOPSOL LTDA.,APIARIO AB,54105,APICULTURA
JOSE ALBERTO ROTULO Y COOPSOL LTDA.,APIARIO AR,54105,APICULTURA
JULIO ANSELMO TORRES Y COOPSOL LTDA,APIARIO CK,54105,APICULTURA
MUNICIPALIDAD DE LAS TERMAS DE RIO HONDO,UNIDAD DEMOSTRATIVA DE HORTALIZAS ORGANICAS DE LAS TERMAS DE RIO HONDO,54105,HORTICULTURA
PEREZ WALTER E. Y COOPSOL LTDA.,APIARIO AN,54105,APICULTURA
TORRES CLAUDIO F. Y COOPSOL LTDA.,APIARIO BN,54105,APICULTURA
AGRICOLA MARES S.A.,FINCA LOS JAZMINES,54105,FRUTICULTURA/HORTICULTURA
AMANKAY S.R.L.,FINCA LAURELES,54105,FRUTICULTURA/HORTICULTURA
BERRIES DEL ACONQUIJA SA.,FINCA LOMA LINDA,54105,FRUTICULTURA/HORTICULTURA
CITROMAX SACI,LAS LANZAS,54105,FRUTICULTURA/HORTICULTURA
ECOBERRIES S.A.,FINCA CLAUDIA,54105,FRUTICULTURA/HORTICULTURA
EL MADERO S.R.L.,EL MADERO,54105,FRUTICULTURA/HORTICULTURA
FINCAZUL S.A.,FINCA DON D,54105,FRUTICULTURA/HORTICULTURA
GARCIA DANIEL SEBASTIAN,ORGANICOS DEL SUR,54105,AGRICULTURA
GEBAL S.A.,EL NOGAL,54105,FRUTICULTURA
GREEN PACK S.A.,FINCA GREEN PACK,54105,FRUTICULTURA/HORTICULTURA
INVERSIONES MARAPA SRL,FINCA LOS BICHITOS,54105,FRUTICULTURA/HORTICULTURA
KINGBERRY S.A.,FINCA COCHAMOLLES,54105,FRUTICULTURA/HORTICULTURA
LA QUIMERA S.A.,"LA QUIMERA, COLONIA 6",54105,AGRICULTURA
LOS ALTOS S.A.,ROSA,54105,FRUTICULTURA
MULTIFRUT S.R.L.,FINCA ZAPULLA,54105,AGRICULTURA
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO,54105,FRUTICULTURA/HORTICULTURA
TIERRA DE BERRIES S.A.,TIERRA DE BERRIES,54105,FRUTICULTURA/HORTICULTURA
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY,54105,GANADERIA
ESTANCIAS SARA BRAUN S.A.,ESTANCIA SARA,54105,GANADERIA
LA JUCIELA S.A.,ESTANCIA SAN JULIO,54105,GANADERIA
LABORATORIOS FERRINI S.A.I.C.I.,LABORATORIOS FERRINI S.A.I.C.I.,54105,PRODUCTOS PARA EL CUIDADO PERSONAL
MIEL CETA S.R.L.,MIEL CETA S.R.L.,54105,PROCESAMIENTO APICOLA
NUTRIBABY S.A.,NUTRIBABY S.A.,54105,PROCESAMIENTO FRUTALES Y HORTALIZAS
ALPA TRADE S.R.L.,ALPA TRADE S.R.L.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
ALVAREZ ANA MARIA,ALVAREZ ANA MARIA,54105,PROCESAMIENTO FRUTALES Y HORTALIZAS
BANDERITAS S.A.,BANDERITAS S.A.,54105,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
BIO GRAINS SA,BIO GRAINS SA,54105,ELABORACION Y EXTRACCION DE ACEITE
BIO GRAINS SA,BIO GRAINS SA,54105,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
BIO GRAINS SA,BIO GRAINS SA,54105,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
BIOCARDALES S.A.,BIOCARDALES S.A.,54105,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
BIOMAC S.R.L.,BIOMAC S.R.L.,54105,PROCESAMIENTO FRUTALES Y HORTALIZAS
CIDEL ORGANICA SRL,CIDEL ORGANICA SRL,54105,EMPAQUE DE HORTALIZAS
DIETETICA CIENTIFICA S.A.C.I.F.I.,DIETETICA CIENTIFICA S.A.C.I.F.I.,54105,PROCESAMIENTO CULTIVOS INDUSTRIALES
EL TALADRILLO SRL,EL TALADRILLO SRL,54105,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
"ETCHEBEST, PEDRO GASTON","ETCHEBEST, PEDRO GASTON",54105,EMPAQUE DE FRUTAS NO CITRICAS
FECHSER RICARDO MAXIMO,FECHSER RICARDO MAXIMO,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
GARRIDO STELLA MARIS,GARRIDO STELLA MARIS,54105,INDUSTRIA LACTEA
GRUPO ADN S.A.,GRUPO ADN S.A.,54105,ALIMENTACION ANIMAL
HIGH DOOR S.A.,HIGH DOOR S.A.,54105,OTROS
HIGH DOOR S.A.,HIGH DOOR S.A.,54105,OTROS
JOSE MANUEL RABANEDO,JOSE MANUEL RABANEDO,54105,ACONDICIONAMIENTO Y EMPAQUE
KUMAGRO S.A.,KUMAGRO S.A.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,54105,"PANIFICACION, GRANOS Y CEREALES, HARINAS, LEGUMBRES, YERBA MATE, AZUCAR, MIEL"
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L.,54105,"ELABORACION , FRACCIONAMIENTO Y DEPOSITO DE HIERBAS AROMATICAS Y MEDICINALES"
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
ORO RUBI S.A.,ORO RUBI S.A.,54105,PROCESAMIENTO FRUTALES Y HORTALIZAS
PACHAMAMA PRODUCTS SRL.,PACHAMAMA PRODUCTS SRL.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,54105,FRIGORIFICOS Y EMPAQUE PARA  FRUTAS
PETROAGRO S.A.,PETROAGRO S.A.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
PETROAGRO S.A.,PETROAGRO S.A.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
PLANES CARLOS RODOLFO,PLANES CARLOS RODOLFO,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,54105,FRACCIONAMIENTO DE MIEL
PROSAL S.A.,PROSAL S.A.,54105,PROCESAMIENTO CULTIVOS INDUSTRIALES
PROVIDENCE SA,PROVIDENCE SA,54105,LIMPIEZA DE GRANOS
PUREST FIELDS SA,PUREST FIELDS SA,54105,FRACCIONAMIENTO DE MIEL
RIVARA S.A.,RIVARA S.A.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
RIVARA S.A.,RIVARA S.A.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
RIVARA SA,RIVARA SA,54105,ELABORACION
RIVARA SA,RIVARA SA,54105,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
SUCESION DE HARALDO WITOMIR TOMYS,SUCESION DE HARALDO WITOMIR TOMYS,54105,PROCESAMIENTO APICOLA
UNIVERSAL GRAIN ARGENTINA S.A.,UNIVERSAL GRAIN ARGENTINA S.A.,54105,PROCESAMIENTO CEREALES Y OLEAGINOSAS
VILLAMORA S.A.,VILLAMORA S.A.,54105,PROCESAMIENTO APICOLA
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,54105,ACOPIO
LA LUNA DE CATAMARCA SA,LA LUNA DE CATAMARCA SA,54105,EXTRACCION DE ACEITE
OLIVARES DE POMAN SA,OLIVARES DE POMAN SA,54105,EXTRACCION DE ACEITE
OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO S.A.,54105,PROCESAMIENTO CULTIVOS INDUSTRIALES
CAMPOMANI S.A.,CAMPOMANI S.A.,54105,PROCESAMIENTO DE CEREALES Y OLEAGINOSAS.
LA MECO S.R.L,LA MECO S.R.L,54105,EMPAQUE DE HORTALIZAS
"LORENZATI, RUETSCH Y CIA - LR&C SA","LORENZATI, RUETSCH Y CIA - LR&C SA",54105,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
NUTRIN S.A.,NUTRIN S.A.,58014,PROCESAMIENTO CEREALES Y OLEAGINOSAS
NUTRIN SA,NUTRIN SA,58014,PROCESAMIENTO DE MANI
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,58014,PROCESAMIENTO FRUTALES Y HORTALIZAS
PRONUT S.R.L.,PRONUT S.R.L.,58014,PROCESAMIENTO CEREALES Y OLEAGINOSAS
PRONUT SRL,PRONUT SRL,58014,PROCESAMIENTO DE MANI Y SOJA
PRONUT SRL - PLANTA PERLO.,PRONUT SRL - PLANTA PERLO.,58014,PROCESAMIENTO DE MANI Y SOJA
SARDI JOSE LUIS,SARDI JOSE LUIS,58014,PROCESAMIENTO APICOLA
