producto,provincia
 JUGO DE ARANDANO,Córdoba
 JUGO DE CIRUELA,Córdoba
 JUGO DE DURAZNO,Córdoba
 JUGO DE FRAMBUESA,Córdoba
 JUGO DE KIWI,Córdoba
 JUGO DE PERA,Córdoba
 JUGO DE UVA,Córdoba
 JUGOS Y DULCES,Santiago del Estero
 KALE,San Luis
 LAUREL,Santa Fe
 LECHE,Santa Fe
 LECHUGA CHINA,Salta
 LECHUGA CRESPA,Mendoza
 LECHUGA MANTECOSA,Mendoza
 LERCHUGA GALLEGA,Mendoza
 LIMA,Misiones
 LINO DORADO,Santa Fe
 MANGO,Misiones
 MANZANAS,Córdoba
 MANZANILLA,Mendoza
 MATICO,Misiones
 MEGAFARDOS DE ALFALFA.,San Juan
 MIJO Y LINO,Salta
 MILENRAMA,San Luis
 MORAS SILVESTRES,Buenos Aires
 MORILLAS Y HIPERICOM,Santa Fe
 MOSTAZA,San Luis
 MOSTO,Córdoba
 NARANJA.,Mendoza
 NIRA,Salta
 OLIVAS Y OTROS.   ,Mendoza
 PAK CHOY,San Luis
 PARTIDO - ACOPIO DE MAIZ,Salta
 PASTA DE PERA Y MANZANA,Córdoba
 PASTO LIMON,Santiago del Estero
 PASTOS NATURALES E IMPLANTADOS,Misiones
 PATE DE TRUCHA,Córdoba
 PEPINO,Mendoza
 PEPITA,Mendoza
 PERA Y MANZANA,Córdoba
 PIMIENTOS,San Luis
 PISTACHO,Córdoba
 PONELO Y ANANA,Córdoba
 POROTO COLORADO,Santa Fe
 POROTO MUNG,Santa Fe
 PUERROS,San Luis
 PULIDO,Córdoba
 PULPA CONCENTRADA DE CIRUELA,Córdoba
 PULPA CONCENTRADA DE MANDARINA,Córdoba
 PULPA CONGELADA DE LIMON,Córdoba
 PULPA CONGELADA DE NARANJA,Córdoba
 PULPA CONGELADA DE POMELO,Córdoba
 PULPA DE ARANDANO,Córdoba
 PULPA DE FRAMBUESA,Córdoba
 PULPA DE KIWI,Córdoba
 PULPAS Y PASAS,Santiago del Estero
 PURE DE CIRUELA CONCENTRADO ,Córdoba
 QUESO SABORIZADO,Misiones
 RAIZ Y FRUTO,Córdoba
 REBOZADOR DE ARROZ,Chubut
 REMNOLACHA,Salta
 RUCULA SELVATICA,Salta
 SEMILLA DE CEBOLLA,Córdoba
 SEMILLAS DE LIMON,Chaco
 SEMILLAS DE POMELO,Chaco
 SEMOLA DE MAIZ,Misiones
 SIDRA,Córdoba
 SORGO BLANCO,Santa Fe
 TE NEGRO,San Juan
 TE NEGRO ,Córdoba
 TE ROJO,San Juan
 TE ROJO Y TE VERDE,San Juan
 TE SABORIZADO,Misiones
 TE VERDE,San Juan
 TOMATE PERITA,Misiones
 TRUCA AL AJI KITUCHO,Córdoba
 UVA DE MESA,Neuquén
 UVAS FRESCAS (MESA),Río Negro
 VACAS DE TAMBO,Buenos Aires
 VINAGRE Y ACETO,Misiones
 YERBA MATE SABORIZADA,Córdoba
 ZUCCINI,Mendoza
ABONO VERDE,Río Negro
ACEITE DE GIRASOL ALTO OLEICO,Córdoba
ACEITE DE LIMPIEZA,Córdoba
ACEITE DE OLVIA,Buenos Aires
ACEITE DE PARAMELA,Neuquén
ACEITE DE SOJA,Misiones
ACEITE ESENCIAL DE GERANIO,Misiones
ACEITE ESENCIAL DE LIMON,Córdoba
ACEITUNAS Y UVAS,Santiago del Estero
ACELGA,Mendoza
ACOPIO DE CEREALES Y OLEAGINOSAS,Misiones
AGRICULTURA,Santa Fe
ALOE VERA,Santa Fe
AROMAS DE  MANZANA,Córdoba
ARROZ BLANCO PULIDO,Córdoba
ARROZ.,Córdoba
BANANO,Misiones
BLOUSSE (PUNCHAS),Córdoba
BORREGAS,La Rioja
BOVINOS,Misiones
BOVINOS Y NUECES,Misiones
CAMPO INCULTO,Misiones
CAMPO NATURAL,Santa Fe
CAPONES,Santa Fe
CARNE VACUNA,Córdoba
CARNEROS,Santa Fe
CASSIS,Santa Fe
CAÑA DE CASTILLA,Neuquén
CEBADA-ALFALFA-VICIA-RABANITO-NABO-REMOLACHA-RUCULA-LECHUGA-PUERRO-CEBOLLA,Mendoza
CEREALES Y OLEAGINOSAS Y GANADERIA BOVINA,Mendoza
CERELAES Y OELAGINOSAS,San Juan
CHOCOLATE,Corrientes
CHUFA,Misiones
CIRUELA DESHIDRATADA,Córdoba
CIRUELAS DESECADAS,Chubut
CIRUELAS SECAS,Córdoba
COLMENAS,Córdoba
COMERCIALIZACION DE CEREALES Y OLEAGINOSAS,Misiones
COMERCIALIZACION DE MANI Y SUS DERIVADOS.,Misiones
CONFITURAS Y FRUTAS AL NATURAL (FRAMBUESAS,Río Negro
CORIANDRO,Santa Fe
CORTES DE CARNE VACUNA CONGELADA,Córdoba
CORTES DE CARNE VACUNA ENFRIADA,Santiago del Estero
DAMASCO,Neuquén
EMULSION CORPORAL SUAVIZANTE,Misiones
ESPARRAGO,Río Negro
ESPINACA,Catamarca
EXPELLER DE GIRASOL,Buenos Aires
EXTRACCION Y FRACCIONAMIENTO DE MIEL,Córdoba
EXTRACTO DE ALGAS LIOFILIZADO,Córdoba
FRUTAS Y HORTALIZAS FRESCAS,Misiones
FRUTAS Y HORTALIZAS.,Misiones
GALLETA DE ARROZ,Chubut
GANADERIA OVINA (CARNE Y LANA),Misiones
GARBANZO,Mendoza
GERANIO,Santiago del Estero
GIRASOL AO,Santa Fe
GUANACOS,Santa Fe
HARINA DE MAIZ,Misiones
HORTALIZAS DE HOJA,Córdoba
HORTALIZAS DE HOJAS,Misiones
HORTICULTURA,Entre Ríos
HORTICULTURA: (RAIZ,Mendoza
HORTICULTURA: HORTALIZAS DE RAIZ,Buenos Aires
HUEVOS,San Luis
JOJOBA,Santa Fe
JUGO CONCENTRADO CONGELADO DE LIMON,Córdoba
JUGO CONCENTRADO CONGELADO DE NARANJA,Chaco
JUGO CONCENTRADO DE MANZANA,Córdoba
JUGO CONCENTRADO DE PERA,Córdoba
JUGO CONCENTRADO Y PURE DE PERA,Córdoba
JUGO DE ALOE VERA,Córdoba
JUGO DE UVA CONCENTRADO BLANCO,Córdoba
LECHE,Buenos Aires
LINO,Misiones
LINO DORADO,Santa Fe
LINO DORADO Y SOJA,Buenos Aires
LINO MARRON,Santa Fe
LINO MARRON Y LINO DORADO,Santa Fe
LINO Y ARROZ,Santa Fe
LINO?CEBADA?CENTENO?TRITICALE?SOJA-MAIZ?MOSTAZA,Santa Fe
MAIZ PISINGALLO,Chubut
MAIZ Y LINO,Santa Fe
MANZANZA,San Juan
MATE COCIDO,Salta
MEJILLON,Córdoba
MENTA,Córdoba
MERMELADA DE KIWI,Córdoba
MIEL + EXTRACCION Y FRACCIONAMIENTO DE MIEL,Misiones
MORA,Mendoza
MOSTAZA,Misiones
NOGAL,Santiago del Estero
NOGALES,Santa Fe
NUCLEOS,Mendoza
NUEZ,Córdoba
PALTA,Misiones
PAPILLA PARA BEBE,Misiones
PARAMELA,Santa Fe
PASAS DE  UVA,Misiones
PASTOS NATURALES,Córdoba
PASTURA NATURAL,Misiones
PERAS CONGELADAS,Santiago del Estero
PERAS Y MANZANAS.,La Rioja
POROTO NEGRO,Misiones
POROTO SABLE,Misiones
PROCESAMIENTO (ACONDICIONAMIENTO) DE CEREALES Y OLEAGINOSAS,Córdoba
PRODUCTOS ORGANICOS DE ORIGEN ANIMAL Y VEGETAL.,Misiones
PULPA CONCENTRADA DE DAMASCO,Córdoba
PULPA DE MANZANA,Córdoba
PURE DE MANZANA,Córdoba
QUESO,Misiones
QUINOA,Misiones
RADICHETA,Jujuy
REPOLLO,Buenos Aires
ROMERO,Salta
ROSELLA,San Juan
RUCULA,San Luis
RUCULA CHINA,Salta
SEMILLA DE JOJOBA,Río Negro
SEMILLA DE LECHUGA,Córdoba
SEMILLAS,Misiones
SMOOTHIES,Santiago del Estero
SORGO FORRAJERO,Salta
TOFU,Misiones
TOMILLO,Mendoza
TOPS DE LANA,Neuquén
TRUCHA ARCO IRIS,Córdoba
TRUCHAS A LAS FINAS HIERBAS,Córdoba
TURRON,Córdoba
UVA DE MESA,Misiones
UVA PASA,Córdoba
VD,Santa Fe
VINO - PINOT GRIS Y MALBEC 2015,Buenos Aires
VINO Y MOSTO,Córdoba
VINOS Y ESPUMANTES,Río Negro
YERBA,Mendoza
YERBA MATE CANCHADA Y MOLIDA ENVASADA,Córdoba
YERBA MATE Y TE,Córdoba
ZANAHORIA,Mendoza
ZAPALLO RED HOKKAIDO,Buenos Aires
,La Rioja
,Santa Fe
